doc_id,title,article_chars,sentence_count,top_k,summary_chars,selected_indices,summary_text,has_reference,source,rouge1_f,rouge2_f,rougeL_f
29,"Quảng_Ninh : Điều_tra vụ vợ bị chồng đánh_đập , cắt gân trên đồi vắng",2430,23,5,578,"[0, 13, 16, 17, 22]","Ngày 17/9 , trao_đổi với PV báo Người Đưa_Tin , Thượng_tá Nguyễn_Xuân_Long – Phó trưởng Công_an TP. Hạ_Long , tỉnh Quảng_Ninh cho biết , đơn_vị đang tiến_hành điều_tra , xác_minh vụ_việc một phụ_nữ bị chồng bạo_hành dã_man vừa xảy ra tại phường Việt_Hưng . Công_an phải gọi thêm lực_lượng trợ_giúp để giải_cứu em_gái tôi . Phần dưới đầu_gối , cẳng_chân bị những vết cắt sâu . Sau nhiều ngày điều_trị , hiện sức_khoẻ của nạn_nhân đã dần ổn_định , tuy_nhiên tinh_thần vẫn rất hoảng_loạn . Vụ_việc đang được Công_an TP. Hạ_Long phối_hợp với các đơn_vị chức_năng điều_tra , làm rõ .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.3374485596707819,0.1078838174273859,0.20576131687242796
30,Vụ thảm_sát 3 người ở Tiền_Giang : Hé lộ nghi_phạm qua lời kể của cô_gái thoát chết,2304,20,2,64,"[13, 19]","Theo người_dân , chị N. từng có một đời chồng . Ảnh Vietnamnet .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.4,0.11764705882352941,0.3714285714285715
30,Vụ thảm_sát 3 người ở Tiền_Giang : Hé lộ nghi_phạm qua lời kể của cô_gái thoát chết,2304,20,3,121,"[4, 13, 19]","Ánh hoảng_hốt kể lại chuyện xảy ra rạng sáng cùng ngày . Theo người_dân , chị N. từng có một đời chồng . Ảnh Vietnamnet .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.5494505494505494,0.0898876404494382,0.2857142857142857
30,Vụ thảm_sát 3 người ở Tiền_Giang : Hé lộ nghi_phạm qua lời kể của cô_gái thoát chết,2304,20,4,267,"[4, 13, 18, 19]","Ánh hoảng_hốt kể lại chuyện xảy ra rạng sáng cùng ngày . Theo người_dân , chị N. từng có một đời chồng . Xem thêm > > > Truy bắt thủ_phạm giết 3 người ở tỉnh Tiền_Giang rồi bỏ trốn Đào_Vũ ( Tổng_hợp ) Vụ thảm_sát ở Tiền_Giang gây rúng_động đồng_quê . Ảnh Vietnamnet .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.6176470588235294,0.20895522388059704,0.3382352941176471
30,Vụ thảm_sát 3 người ở Tiền_Giang : Hé lộ nghi_phạm qua lời kể của cô_gái thoát chết,2304,20,5,413,"[4, 13, 15, 18, 19]","Ánh hoảng_hốt kể lại chuyện xảy ra rạng sáng cùng ngày . Theo người_dân , chị N. từng có một đời chồng . Trả_lời Vietnamnet , lãnh_đạo UBND xã Tam_Hiệp cho biết , sau khi xảy ra vụ án_mạng thương_tâm , chính_quyền đã kêu_gọi hỗ_trợ cho các nạn_nhân . Xem thêm > > > Truy bắt thủ_phạm giết 3 người ở tỉnh Tiền_Giang rồi bỏ trốn Đào_Vũ ( Tổng_hợp ) Vụ thảm_sát ở Tiền_Giang gây rúng_động đồng_quê . Ảnh Vietnamnet .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.4972375690607735,0.2011173184357542,0.2651933701657459
31,"Khu_đô_thị kiểu_mẫu có nhiều "" đầu_gấu "" : Giang_hồ lộng_hành , liệu có "" lợi_ích nhóm "" , bảo_kê ?",4331,35,2,98,"[20, 22]","Trước sẽ đe_doạ tinh_thần , sau sẽ sẵn_sàng đụng tay đụng chân . Ai ngăn_cản dễ gặp điều đen_đủi .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.34710743801652894,0.06722689075630252,0.2644628099173554
31,"Khu_đô_thị kiểu_mẫu có nhiều "" đầu_gấu "" : Giang_hồ lộng_hành , liệu có "" lợi_ích nhóm "" , bảo_kê ?",4331,35,3,161,"[20, 22, 33]","Trước sẽ đe_doạ tinh_thần , sau sẽ sẵn_sàng đụng tay đụng chân . Ai ngăn_cản dễ gặp điều đen_đủi . "" Lực_lượng "" bảo_kê đang đe_doạ , hàng hung một tiểu_thương .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.44285714285714284,0.08695652173913042,0.2714285714285714
31,"Khu_đô_thị kiểu_mẫu có nhiều "" đầu_gấu "" : Giang_hồ lộng_hành , liệu có "" lợi_ích nhóm "" , bảo_kê ?",4331,35,4,350,"[18, 20, 22, 33]","Trong quá_trình thâm_nhập thực_tế , phóng_viên được chứng_kiến tận_mắt và nghe kể về hoạt_động của dân "" anh_chị "" với các hoạt_động kinh_doanh , từ quán trà đá vỉa_hè đến những gánh rau . Trước sẽ đe_doạ tinh_thần , sau sẽ sẵn_sàng đụng tay đụng chân . Ai ngăn_cản dễ gặp điều đen_đủi . "" Lực_lượng "" bảo_kê đang đe_doạ , hàng hung một tiểu_thương .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.6532663316582915,0.18274111675126903,0.3015075376884422
31,"Khu_đô_thị kiểu_mẫu có nhiều "" đầu_gấu "" : Giang_hồ lộng_hành , liệu có "" lợi_ích nhóm "" , bảo_kê ?",4331,35,5,695,"[0, 18, 20, 22, 33]","Như phóng_viên báo Người Đưa_Tin đã phản_ánh , trên địa_bàn khu_đô_thị Linh_Đàm về thực_trạng ô_nhiễm môi_trường , bất_ổn về an_toàn giao_thông và trật_tự đô_thị , người_dân ở đây còn bức_xúc với tình_trạng trên địa_bàn xuất_hiện nhiều ổ_nhóm anh_chị thường_xuyên tranh_giành địa_bàn hoạt_động , tiềm_ẩn nguy_cơ mất ANTT nhưng chưa được xử_lý . Trong quá_trình thâm_nhập thực_tế , phóng_viên được chứng_kiến tận_mắt và nghe kể về hoạt_động của dân "" anh_chị "" với các hoạt_động kinh_doanh , từ quán trà đá vỉa_hè đến những gánh rau . Trước sẽ đe_doạ tinh_thần , sau sẽ sẵn_sàng đụng tay đụng chân . Ai ngăn_cản dễ gặp điều đen_đủi . "" Lực_lượng "" bảo_kê đang đe_doạ , hàng hung một tiểu_thương .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.538961038961039,0.3790849673202615,0.36363636363636365
32,"Đắk_Lắk : Dân chặt , đốt cây_trồng của doanh_nghiệp để đòi cấp đất",2825,19,2,223,"[6, 9]","Chúng_tôi biết việc_làm của mình là sai nhưng không còn cách nào khác "" , anh Y Ba phân_trần . Tuy_nhiên , thời_điểm này có khoảng 17 người thuộc buôn Dlie cầm mã_tấu , dao phát , gậy tre cản_trở đe_doạ không cho thi_công .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.4220183486238532,0.09345794392523364,0.23853211009174313
32,"Đắk_Lắk : Dân chặt , đốt cây_trồng của doanh_nghiệp để đòi cấp đất",2825,19,3,440,"[1, 6, 9]","Ngày 16/4 , một lãnh_đạo UBND huyện Lắk , tỉnh Đắk_Lắk cho_biết đã chỉ_đạo cơ_quan Công_an huyện điều_tra làm rõ vụ_việc vườn cây của một doanh_nghiệp đóng trên địa_bàn thường_xuyên bị chặt phá , gây thiệt_hại nặng . Chúng_tôi biết việc_làm của mình là sai nhưng không còn cách nào khác "" , anh Y Ba phân_trần . Tuy_nhiên , thời_điểm này có khoảng 17 người thuộc buôn Dlie cầm mã_tấu , dao phát , gậy tre cản_trở đe_doạ không cho thi_công .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.2967032967032967,0.1111111111111111,0.19780219780219782
32,"Đắk_Lắk : Dân chặt , đốt cây_trồng của doanh_nghiệp để đòi cấp đất",2825,19,4,534,"[1, 3, 6, 9]","Ngày 16/4 , một lãnh_đạo UBND huyện Lắk , tỉnh Đắk_Lắk cho_biết đã chỉ_đạo cơ_quan Công_an huyện điều_tra làm rõ vụ_việc vườn cây của một doanh_nghiệp đóng trên địa_bàn thường_xuyên bị chặt phá , gây thiệt_hại nặng . Theo anh Y Ba B ' Krông ( ngụ buôn Dlie ) , gia_đình anh sống tại khu_vực hàng chục năm nay . Chúng_tôi biết việc_làm của mình là sai nhưng không còn cách nào khác "" , anh Y Ba phân_trần . Tuy_nhiên , thời_điểm này có khoảng 17 người thuộc buôn Dlie cầm mã_tấu , dao phát , gậy tre cản_trở đe_doạ không cho thi_công .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.26666666666666666,0.09615384615384616,0.18095238095238092
32,"Đắk_Lắk : Dân chặt , đốt cây_trồng của doanh_nghiệp để đòi cấp đất",2825,19,5,680,"[1, 3, 6, 9, 13]","Ngày 16/4 , một lãnh_đạo UBND huyện Lắk , tỉnh Đắk_Lắk cho_biết đã chỉ_đạo cơ_quan Công_an huyện điều_tra làm rõ vụ_việc vườn cây của một doanh_nghiệp đóng trên địa_bàn thường_xuyên bị chặt phá , gây thiệt_hại nặng . Theo anh Y Ba B ' Krông ( ngụ buôn Dlie ) , gia_đình anh sống tại khu_vực hàng chục năm nay . Chúng_tôi biết việc_làm của mình là sai nhưng không còn cách nào khác "" , anh Y Ba phân_trần . Tuy_nhiên , thời_điểm này có khoảng 17 người thuộc buôn Dlie cầm mã_tấu , dao phát , gậy tre cản_trở đe_doạ không cho thi_công . Tính đến thời_điểm hiện_tại có tổng_cộng có 57 ha cây_trồng ( gồm keo và cao_su ) của công_ty bị người_dân chặt phá gây thiệt_hại gần 6 tỷ đồng .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.22053231939163498,0.11494252873563218,0.1520912547528517
33,Bắc_Ninh : Phát_hiện thi_thể tài_xế taxi tử_vong trong xe,1422,12,2,247,"[4, 10]","Nhận được tin báo , cơ_quan_chức_năng đã nhanh_chóng có_mặt tại hiện_trường tiến_hành đưa nạn_nhân và chiếc xe gặp nạn lên khỏi mặt_nước . Hiện vụ_việc đang được cơ_quan công_an huyện Thuận_Thành điều_tra , làm rõ làm rõ nguyên_nhân vụ tai_nạn "" .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.5070422535211268,0.18571428571428572,0.295774647887324
33,Bắc_Ninh : Phát_hiện thi_thể tài_xế taxi tử_vong trong xe,1422,12,3,444,"[1, 4, 10]","Theo thông_tin ban_đầu , khoảng 5h30 sáng ngày 2/8 , người_dân địa_phương khi đi trên quốc_lộ 17 , đoạn qua địa_bàn xã Gia_Đông ( huyện Thuận_Thành ) thì phát_hiện một xe taxi mang BKS 99A - 111 . Nhận được tin báo , cơ_quan_chức_năng đã nhanh_chóng có_mặt tại hiện_trường tiến_hành đưa nạn_nhân và chiếc xe gặp nạn lên khỏi mặt_nước . Hiện vụ_việc đang được cơ_quan công_an huyện Thuận_Thành điều_tra , làm rõ làm rõ nguyên_nhân vụ tai_nạn "" .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.5,0.30303030303030304,0.4
33,Bắc_Ninh : Phát_hiện thi_thể tài_xế taxi tử_vong trong xe,1422,12,4,481,"[1, 2, 4, 10]","Theo thông_tin ban_đầu , khoảng 5h30 sáng ngày 2/8 , người_dân địa_phương khi đi trên quốc_lộ 17 , đoạn qua địa_bàn xã Gia_Đông ( huyện Thuận_Thành ) thì phát_hiện một xe taxi mang BKS 99A - 111 . XX bị lật ngửa nằm dưới mương nước . Nhận được tin báo , cơ_quan_chức_năng đã nhanh_chóng có_mặt tại hiện_trường tiến_hành đưa nạn_nhân và chiếc xe gặp nạn lên khỏi mặt_nước . Hiện vụ_việc đang được cơ_quan công_an huyện Thuận_Thành điều_tra , làm rõ làm rõ nguyên_nhân vụ tai_nạn "" .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.48598130841121495,0.3584905660377358,0.3925233644859813
33,Bắc_Ninh : Phát_hiện thi_thể tài_xế taxi tử_vong trong xe,1422,12,5,565,"[1, 2, 4, 9, 10]","Theo thông_tin ban_đầu , khoảng 5h30 sáng ngày 2/8 , người_dân địa_phương khi đi trên quốc_lộ 17 , đoạn qua địa_bàn xã Gia_Đông ( huyện Thuận_Thành ) thì phát_hiện một xe taxi mang BKS 99A - 111 . XX bị lật ngửa nằm dưới mương nước . Nhận được tin báo , cơ_quan_chức_năng đã nhanh_chóng có_mặt tại hiện_trường tiến_hành đưa nạn_nhân và chiếc xe gặp nạn lên khỏi mặt_nước . Trước khi lao xuống mương nước , xe taxi này không va_chạm với phương_tiện nào cả . Hiện vụ_việc đang được cơ_quan công_an huyện Thuận_Thành điều_tra , làm rõ làm rõ nguyên_nhân vụ tai_nạn "" .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.42975206611570244,0.31666666666666665,0.3471074380165289
34,Làm rõ vụ nam thanh_niên bị bắn tử_vong khi đuổi theo đối_tượng nghi trộm chó,1510,14,2,106,"[8, 13]","VOV đưa tin , vụ_việc nhanh_chóng được báo_cáo lên cơ_quan công_an . Mộc_Miên ( Tổng_hợp ) Hình minh_hoạ .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.28985507246376807,0.05970149253731344,0.14492753623188404
34,Làm rõ vụ nam thanh_niên bị bắn tử_vong khi đuổi theo đối_tượng nghi trộm chó,1510,14,3,205,"[8, 12, 13]","VOV đưa tin , vụ_việc nhanh_chóng được báo_cáo lên cơ_quan công_an . Cơ_quan_chức_năng đang khẩn_trương điều_tra vụ_việc và khoanh vùng đối_tượng , truy bắt hung_thủ . Mộc_Miên ( Tổng_hợp ) Hình minh_hoạ .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.40816326530612246,0.0625,0.1836734693877551
34,Làm rõ vụ nam thanh_niên bị bắn tử_vong khi đuổi theo đối_tượng nghi trộm chó,1510,14,4,256,"[4, 8, 12, 13]","Người ngồi phía sau xe sau đó nhảy xuống bỏ chạy . VOV đưa tin , vụ_việc nhanh_chóng được báo_cáo lên cơ_quan công_an . Cơ_quan_chức_năng đang khẩn_trương điều_tra vụ_việc và khoanh vùng đối_tượng , truy bắt hung_thủ . Mộc_Miên ( Tổng_hợp ) Hình minh_hoạ .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.4035087719298245,0.05357142857142857,0.21052631578947367
34,Làm rõ vụ nam thanh_niên bị bắn tử_vong khi đuổi theo đối_tượng nghi trộm chó,1510,14,5,487,"[0, 4, 8, 12, 13]","Thông_tin trên báo Giao_Thông , ngày 28/8 , ông Lại_Đức_Hạnh , Chủ_tịch UBND xã Bạch_Hà , huyện Yên_Bình ( Yên_Bái ) xác_nhận thông_tin và cho_biết , sự_việc xảy ra vào tối 27/8 , một người tử_vong nghi do trộm chó dùng súng bắn . Người ngồi phía sau xe sau đó nhảy xuống bỏ chạy . VOV đưa tin , vụ_việc nhanh_chóng được báo_cáo lên cơ_quan công_an . Cơ_quan_chức_năng đang khẩn_trương điều_tra vụ_việc và khoanh vùng đối_tượng , truy bắt hung_thủ . Mộc_Miên ( Tổng_hợp ) Hình minh_hoạ .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.28124999999999994,0.08421052631578947,0.1875
35,"Đang xem tivi trong nhà , 3 người trong một gia_đình bị nhóm giang_hồ dùng súng bắn tới tấp",2849,25,2,210,"[10, 18]","Riêng con_trai 2 tháng tuổi của anh_chị cũng bị bắn trúng đầu . "" Chúng_tôi đang làm quyết_liệt , khi có chứng_cứ cụ_thể sẽ khởi_tố vụ án theo quy_định của pháp_luật "" - Trưởng Công_an huyện Củ_Chi khẳng_định .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.5657894736842106,0.09333333333333335,0.3026315789473684
35,"Đang xem tivi trong nhà , 3 người trong một gia_đình bị nhóm giang_hồ dùng súng bắn tới tấp",2849,25,3,345,"[10, 18, 23]","Riêng con_trai 2 tháng tuổi của anh_chị cũng bị bắn trúng đầu . "" Chúng_tôi đang làm quyết_liệt , khi có chứng_cứ cụ_thể sẽ khởi_tố vụ án theo quy_định của pháp_luật "" - Trưởng Công_an huyện Củ_Chi khẳng_định . Tuy_nhiên , khu đất của ông Khải đang xảy ra tranh_chấp và được cơ_quan_chức_năng xử_lý thì nhóm giang_hồ nhiều lần kéo tới quậy_phá .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.6051282051282052,0.13471502590673576,0.2871794871794872
35,"Đang xem tivi trong nhà , 3 người trong một gia_đình bị nhóm giang_hồ dùng súng bắn tới tấp",2849,25,4,541,"[10, 18, 21, 23]","Riêng con_trai 2 tháng tuổi của anh_chị cũng bị bắn trúng đầu . "" Chúng_tôi đang làm quyết_liệt , khi có chứng_cứ cụ_thể sẽ khởi_tố vụ án theo quy_định của pháp_luật "" - Trưởng Công_an huyện Củ_Chi khẳng_định . Được biết , theo thông_tin trên VTC News , anh Tý làm_thuê cho ông Nguyễn_Văn_Khải , Phó chủ_nhiệm thường_trực Hợp_tác_xã Nuôi_trồng Thuỷ_Sản_Hà_Quang ở khu đất rộng hàng nghìn m2 thuộc HTX này . Tuy_nhiên , khu đất của ông Khải đang xảy ra tranh_chấp và được cơ_quan_chức_năng xử_lý thì nhóm giang_hồ nhiều lần kéo tới quậy_phá .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.5098039215686275,0.1422924901185771,0.27450980392156865
35,"Đang xem tivi trong nhà , 3 người trong một gia_đình bị nhóm giang_hồ dùng súng bắn tới tấp",2849,25,5,703,"[1, 10, 18, 21, 23]","Phát_hiện một nhóm gồm 4 người xăm trổ đi xe ba_gác đậu trước cổng nên anh Tý chạy ra kiểm_tra thì thấy nhóm này đi vào lấy chậu kiểng , sắt ở căn nhà bên cạnh . Riêng con_trai 2 tháng tuổi của anh_chị cũng bị bắn trúng đầu . "" Chúng_tôi đang làm quyết_liệt , khi có chứng_cứ cụ_thể sẽ khởi_tố vụ án theo quy_định của pháp_luật "" - Trưởng Công_an huyện Củ_Chi khẳng_định . Được biết , theo thông_tin trên VTC News , anh Tý làm_thuê cho ông Nguyễn_Văn_Khải , Phó chủ_nhiệm thường_trực Hợp_tác_xã Nuôi_trồng Thuỷ_Sản_Hà_Quang ở khu đất rộng hàng nghìn m2 thuộc HTX này . Tuy_nhiên , khu đất của ông Khải đang xảy ra tranh_chấp và được cơ_quan_chức_năng xử_lý thì nhóm giang_hồ nhiều lần kéo tới quậy_phá .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.4936708860759494,0.22292993630573246,0.3417721518987342
36,Thông_tin bất_ngờ về nghi phạm dìm chết anh_trai sau cuộc nhậu,1605,15,2,161,"[9, 11]","Sau đó , hai anh_em xảy ra cự cãi dẫn đến xô_xát đánh nhau và cả 2 té ngã xuống mương cạnh nhà . Kết_quả khám_nghiệm tử_thi , xác_định Sơn tử_vong do ngạt nước .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.5148514851485149,0.06060606060606061,0.21782178217821785
36,Thông_tin bất_ngờ về nghi phạm dìm chết anh_trai sau cuộc nhậu,1605,15,3,246,"[4, 9, 11]","Tuy_nhiên , nghi_phạm này thường_xuyên tụ_tập ăn_nhậu và không có việc_làm ổn_định . Sau đó , hai anh_em xảy ra cự cãi dẫn đến xô_xát đánh nhau và cả 2 té ngã xuống mương cạnh nhà . Kết_quả khám_nghiệm tử_thi , xác_định Sơn tử_vong do ngạt nước .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.6356589147286822,0.4409448818897638,0.434108527131783
36,Thông_tin bất_ngờ về nghi phạm dìm chết anh_trai sau cuộc nhậu,1605,15,4,498,"[0, 4, 9, 11]","Chiều 17/5 , trao_đổi với PV Người Đưa_Tin , trung_tá Nguyễn_Văn_Gọn , Trưởng Công_an xã Phú_Quới , huyện Long_Hồ , tỉnh Vĩnh_Long cho biết , ngành chức_năng đã bàn_giao thi_thể nạn_nhân Võ_Thanh_S. , 43 tuổi , ngụ xã Phú_Quới cho gia_đình lo hậu_sự . Tuy_nhiên , nghi_phạm này thường_xuyên tụ_tập ăn_nhậu và không có việc_làm ổn_định . Sau đó , hai anh_em xảy ra cự cãi dẫn đến xô_xát đánh nhau và cả 2 té ngã xuống mương cạnh nhà . Kết_quả khám_nghiệm tử_thi , xác_định Sơn tử_vong do ngạt nước .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.4411764705882353,0.297029702970297,0.37254901960784315
36,Thông_tin bất_ngờ về nghi phạm dìm chết anh_trai sau cuộc nhậu,1605,15,5,785,"[0, 1, 4, 9, 11]","Chiều 17/5 , trao_đổi với PV Người Đưa_Tin , trung_tá Nguyễn_Văn_Gọn , Trưởng Công_an xã Phú_Quới , huyện Long_Hồ , tỉnh Vĩnh_Long cho biết , ngành chức_năng đã bàn_giao thi_thể nạn_nhân Võ_Thanh_S. , 43 tuổi , ngụ xã Phú_Quới cho gia_đình lo hậu_sự . Theo Trung_tá Gọn , ngay sau khi nhận được tin xảy ra án_mạng , Công_an xã Phú_Quới có_mặt bảo_vệ hiện_trường , đồng_thời phối_hợp Công_an huyện Long_Hồ , cùng các đơn_vị nghiệp_vụ liên_quan tiến_hành điều_tra và tạm giữ nghi_phạm Võ_Thanh_Tùng , 28 tuổi , ngụ xã Phú_Quới để điều_tra . Tuy_nhiên , nghi_phạm này thường_xuyên tụ_tập ăn_nhậu và không có việc_làm ổn_định . Sau đó , hai anh_em xảy ra cự cãi dẫn đến xô_xát đánh nhau và cả 2 té ngã xuống mương cạnh nhà . Kết_quả khám_nghiệm tử_thi , xác_định Sơn tử_vong do ngạt nước .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.31292517006802717,0.21917808219178084,0.272108843537415
37,Bệnh_án tâm_thần giả : Ngoài trốn tội còn gây thiệt_hại cho ngân_sách Nhà_nước,2390,15,2,408,"[3, 7]","Những cán_bộ của bệnh_viện có_thể sẽ bị khởi_tố về tội lợi_dụng chức_vụ quyền_hạn trong khi thi_hành công_vụ , cũng có_thể bị khởi_tố về tội_danh làm giả giấy_tờ của cơ_quan tổ_chức . Căn_cứ vào tiền_sử bệnh của bản_thân , của những người_thân thích , theo_dõi qua bệnh_án , và đặc_biệt phải theo_dõi thực_tế tại bệnh_viện đến 1 tháng để có_thể kết_luận người đó có bệnh hay không "" , Thiếu_tá Dũng chia_sẻ .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.5242718446601942,0.22549019607843138,0.32038834951456313
37,Bệnh_án tâm_thần giả : Ngoài trốn tội còn gây thiệt_hại cho ngân_sách Nhà_nước,2390,15,3,543,"[3, 7, 9]","Những cán_bộ của bệnh_viện có_thể sẽ bị khởi_tố về tội lợi_dụng chức_vụ quyền_hạn trong khi thi_hành công_vụ , cũng có_thể bị khởi_tố về tội_danh làm giả giấy_tờ của cơ_quan tổ_chức . Căn_cứ vào tiền_sử bệnh của bản_thân , của những người_thân thích , theo_dõi qua bệnh_án , và đặc_biệt phải theo_dõi thực_tế tại bệnh_viện đến 1 tháng để có_thể kết_luận người đó có bệnh hay không "" , Thiếu_tá Dũng chia_sẻ . Đối_tượng lợi_dụng mua giấy chứng_nhận tâm_thần để hòng thoát tội , nhưng ngược_lại cán_bộ lợi_dụng việc đấy để bán lấy tiền thu lợi .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.4392156862745098,0.24505928853754944,0.3058823529411765
37,Bệnh_án tâm_thần giả : Ngoài trốn tội còn gây thiệt_hại cho ngân_sách Nhà_nước,2390,15,4,705,"[3, 7, 9, 13]","Những cán_bộ của bệnh_viện có_thể sẽ bị khởi_tố về tội lợi_dụng chức_vụ quyền_hạn trong khi thi_hành công_vụ , cũng có_thể bị khởi_tố về tội_danh làm giả giấy_tờ của cơ_quan tổ_chức . Căn_cứ vào tiền_sử bệnh của bản_thân , của những người_thân thích , theo_dõi qua bệnh_án , và đặc_biệt phải theo_dõi thực_tế tại bệnh_viện đến 1 tháng để có_thể kết_luận người đó có bệnh hay không "" , Thiếu_tá Dũng chia_sẻ . Đối_tượng lợi_dụng mua giấy chứng_nhận tâm_thần để hòng thoát tội , nhưng ngược_lại cán_bộ lợi_dụng việc đấy để bán lấy tiền thu lợi . Đây cũng là một bất_cập mà nếu không làm kỹ từ khâu đầu_tiên của quy_trình thì ngân_sách Nhà_nước sẽ phải chi_trả cho những đối_tượng không đáng được thụ_hưởng .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.39999999999999997,0.2727272727272727,0.31612903225806455
37,Bệnh_án tâm_thần giả : Ngoài trốn tội còn gây thiệt_hại cho ngân_sách Nhà_nước,2390,15,5,832,"[3, 4, 7, 9, 13]","Những cán_bộ của bệnh_viện có_thể sẽ bị khởi_tố về tội lợi_dụng chức_vụ quyền_hạn trong khi thi_hành công_vụ , cũng có_thể bị khởi_tố về tội_danh làm giả giấy_tờ của cơ_quan tổ_chức . Tuy_nhiên , những việc_làm của những cán_bộ này sẽ gây khó_khăn cho công_tác điều_tra đặc_biệt đối_với các đối_tượng cộm cán . Căn_cứ vào tiền_sử bệnh của bản_thân , của những người_thân thích , theo_dõi qua bệnh_án , và đặc_biệt phải theo_dõi thực_tế tại bệnh_viện đến 1 tháng để có_thể kết_luận người đó có bệnh hay không "" , Thiếu_tá Dũng chia_sẻ . Đối_tượng lợi_dụng mua giấy chứng_nhận tâm_thần để hòng thoát tội , nhưng ngược_lại cán_bộ lợi_dụng việc đấy để bán lấy tiền thu lợi . Đây cũng là một bất_cập mà nếu không làm kỹ từ khâu đầu_tiên của quy_trình thì ngân_sách Nhà_nước sẽ phải chi_trả cho những đối_tượng không đáng được thụ_hưởng .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.3529411764705882,0.2535211267605634,0.2801120448179272
